0
118.36
33.281
90,78.423,23.949
90,79.043,23.594
90,80.706,23.079
90,80.706,23.079
90,81.539,22.803
90,81.539,22.803
90,82.335,22.407
90,82.335,22.407
90,82.335,22.407
90,83.091,21.893
90,83.091,21.893
90,83.091,21.893
90,83.091,21.893
90,83.091,21.893
90,83.921,21.587
90,83.921,21.587
90,83.921,21.587
90,83.921,21.587
90,84.693,21.61
90,84.693,21.61
90,84.693,21.61
90,84.693,21.61
90,84.693,21.61
90,85.018,21.458
90,85.018,21.458
90,85.018,21.458
90,85.018,21.458
90,85.81,21.02
90,85.81,21.02
90,85.81,21.02
90,85.81,21.02
90,85.81,21.02
90,86.502,20.808
90,86.502,20.808
90,86.502,20.808
90.199,87.241,20.688
90.199,87.241,20.688
90.199,87.241,20.688
90.199,87.241,20.688
90,88.308,19.954
90,88.308,19.954
90,88.308,19.954
90,88.308,19.954
90,88.77,19.65
90,88.77,19.65
90,88.77,19.65
90,88.77,19.65
90,88.77,19.65
90,89.234,19.775
90,89.234,19.775
90,89.234,19.775
90,89.234,19.775
90,89.696,19.463
90,89.696,19.463
90,89.696,19.463
90,89.696,19.463
90,90.489,19.398
90,90.489,19.398
90,90.489,19.398
90,90.489,19.398
90,90.999,19.173
90,90.999,19.173
90,90.999,19.173
90,90.999,19.173
90,91.697,18.898
90,91.697,18.898
90,91.697,18.898
90,91.697,18.898
90,92.207,18.663
90,92.207,18.663
90,92.958,18.466
90,92.958,18.466
90,92.958,18.466
90,92.958,18.466
90,93.791,18.024
90,93.791,18.024
90,93.791,18.024
90,93.791,18.024
90,93.791,18.024
90,94.113,17.827
90,94.113,17.827
90,94.113,17.827
90,94.113,17.827
90,94.702,17.337
90,94.702,17.337
90,94.702,17.337
90,94.702,17.337
90,95.453,17.108
90,95.453,17.108
90,95.453,17.108
90,95.453,17.108
90,95.962,16.843
90,95.962,16.843
90,95.962,16.843
90,95.962,16.843
90,95.962,16.843
90,96.584,16.745
90,96.584,16.745
90,96.584,16.745
90,97.355,16.171
90,97.355,16.171
90,97.355,16.171
90,98.052,15.823
90,98.052,15.823
90,98.052,15.823
90,98.052,15.823
90,98.69,15.385
90,98.69,15.385
90,98.69,15.385
90,98.69,15.385
90,98.69,15.385
90,99.444,15.104
90,99.444,15.104
90,99.444,15.104
90,99.444,15.104
90,99.444,15.104
90,100.07,14.966
90,100.07,14.966
90,100.07,14.966
90,100.07,14.966
90,100.07,14.966
90,100.58,14.662
90,100.58,14.662
90,100.58,14.662
90,100.58,14.662
90,101.21,14.199
90,101.21,14.199
90,101.21,14.199
90,101.21,14.199
90,101.84,14.04
90,101.84,14.04
90,101.84,14.04
90,101.84,14.04
90,101.84,14.04
90,102.54,13.641
90,102.54,13.641
90,102.54,13.641
90,102.54,13.641
90,102.54,13.641
90,103.17,13.158
90,103.17,13.158
90,103.17,13.158
90,103.17,13.158
90,103.17,13.158
90,103.8,12.67
90,103.8,12.67
90,103.8,12.67
90,103.8,12.67
90.262,104.18,12.19
90.262,104.18,12.19
90.262,104.18,12.19
90.262,104.18,12.19
90,104.93,11.838
90,104.93,11.838
90,104.93,11.838
90,104.93,11.838
90,104.93,11.838
90,105.56,11.639
90,105.56,11.639
90,105.56,11.639
90,105.56,11.639
90,105.56,11.639
90,106.13,11.058
90,106.13,11.058
90,106.13,11.058
