0.003041,0,0,0,0,0,0
0.01408,0,0,0,0,0,0
0.021914,0,0,0,0,0,0
0.026282,0,0,0,0,0,0
0.03851,0,0,0,0,0,0
0.045213,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.047308,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.049698,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.053121,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.05587,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.057676,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.059897,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.062075,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.064667,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.067522,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.070187,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.07252,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.074497,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.076511,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.078714,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.081287,-226.71,-665.76,634.28,-3.3584,-3.4295,-4.8
0.084755,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.08717,-229.49,-664.8,635.55,-3.3584,-3.4295,-4.8
0.090123,0,0,0,0,0,0
0.092129,0,0,0,0,0,0
0.094055,0,0,0,0,0,0
0.096152,0,0,0,0,0,0
0.098634,0,0,0,0,0,0
0.10138,0,0,0,0,0,0
0.10392,0,0,0,0,0,0
0.10595,0,0,0,0,0,0
0.10798,0,0,0,0,0,0
0.10976,0,0,0,0,0,0
0.11153,0,0,0,0,0,0
0.11418,0,0,0,0,0,0
0.11735,0,0,0,0,0,0
0.12035,0,0,0,0,0,0
0.12287,0,0,0,0,0,0
0.12518,0,0,0,0,0,0
0.1276,0,0,0,0,0,0
0.13051,0,0,0,0,0,0
0.13366,0,0,0,0,0,0
0.13624,-216.19,213.49,-634.28,3.3727,3.4154,0
0.13885,-216.19,213.49,-634.28,3.3727,3.4154,0
0.14105,-216.19,213.49,-634.28,3.3727,3.4154,0
0.14347,-216.19,213.49,-634.28,3.3727,3.4154,0
0.14651,-216.19,213.49,-634.28,3.3727,3.4154,0
0.14994,-216.19,213.49,-634.28,3.3727,3.4154,0
0.15228,-214.29,211.62,-635.55,3.3727,3.4154,0
0.15414,-214.29,211.62,-635.55,3.3727,3.4154,0
0.15636,-214.29,211.62,-635.55,3.3727,3.4154,0
0.15851,-214.29,211.62,-635.55,3.3727,3.4154,0
0.16041,-214.29,211.62,-635.55,3.3727,3.4154,0
0.16235,-214.29,211.62,-635.55,3.3727,3.4154,0
0.16474,-214.29,211.62,-635.55,3.3727,3.4154,0
0.18932,-214.29,211.62,-635.55,3.3727,3.4154,0
0.19286,-214.29,211.62,-635.55,3.3727,3.4154,0
0.19605,-217.08,212.58,-634.28,3.3584,3.4295,0
0.19854,-217.08,212.58,-634.28,3.3584,3.4295,0
0.20159,382.57,390.67,0,0,0,4.1379
0.20469,382.57,390.67,0,0,0,4.1379
0.20742,382.57,390.67,0,0,0,4.1379
0.20975,382.57,390.67,0,0,0,4.1379
0.21248,382.57,390.67,0,0,0,4.1379
0.21605,382.57,390.67,0,0,0,4.1379
0.21891,382.57,390.67,0,0,0,4.1379
0.22136,382.57,390.67,0,0,0,4.1379
0.22393,382.57,390.67,0,0,0,4.1379
0.22621,382.57,390.67,0,0,0,4.1379
0.22951,382.57,390.67,0,0,0,4.1379
0.23306,382.57,390.67,0,0,0,4.1379
0.23546,382.57,390.67,0,0,0,4.1379
0.23787,382.57,390.67,0,0,0,4.1379
0.24006,382.57,390.67,0,0,0,4.1379
0.24217,382.57,390.67,0,0,0,4.1379
0.24493,383.34,391.45,0,0,0,4.1379
0.24863,0,0,0,0,0,0
0.251,0,0,0,0,0,0
0.25302,0,0,0,0,0,0
0.25498,0,0,0,0,0,0
0.2567,0,0,0,0,0,0
0.25851,0,0,0,0,0,0
0.26089,0,0,0,0,0,0
0.26368,0,0,0,0,0,0
0.26592,0,0,0,0,0,0
0.26803,0,0,0,0,0,0
0.26979,0,0,0,0,0,0
0.27173,0,0,0,0,0,0
0.27352,0,0,0,0,0,0
0.27542,0,0,0,0,0,0
0.27801,0,0,0,0,0,0
0.28151,0,0,0,0,0,0
0.28331,0,0,0,0,0,0
0.285,0,0,0,0,0,0
0.28697,0,0,0,0,0,0
0.2891,0,0,0,0,0,0
0.29101,0,0,0,0,0,0
0.29409,0,0,0,0,0,0
0.29729,-443.79,-453.18,-0,0,0,-4.8
0.2994,-443.79,-453.18,-0,0,0,-4.8
0.30135,-443.79,-453.18,-0,0,0,-4.8
0.304,-443.79,-453.18,-0,0,0,-4.8
0.30899,-443.79,-453.18,-0,0,0,-4.8
0.31356,-443.79,-453.18,-0,0,0,-4.8
0.31622,-445.68,-451.32,-0,0,0,-4.8
0.31797,-445.68,-451.32,-0,0,0,-4.8
0.31973,-445.68,-451.32,-0,0,0,-4.8
0.32102,-445.68,-451.32,-0,0,0,-4.8
0.32311,-445.68,-451.32,-0,0,0,-4.8
0.32564,-445.68,-451.32,-0,0,0,-4.8
0.32831,-445.68,-451.32,-0,0,0,-4.8
0.33111,-445.68,-451.32,-0,0,0,-4.8
0.33273,-445.68,-451.32,-0,0,0,-4.8
0.33454,-445.68,-451.32,-0,0,0,-4.8
0.33653,-445.68,-451.32,-0,0,0,-4.8
0.33847,-445.68,-451.32,-0,0,0,-4.8
0.34074,-445.68,-451.32,-0,0,0,-4.8
0.34337,-443.79,-453.18,-0,0,0,-4.8
0.34623,443.79,453.18,0,0,0,4.8
0.349,443.79,453.18,0,0,0,4.8
0.35135,443.79,453.18,0,0,0,4.8
0.35352,443.79,453.18,0,0,0,4.8
0.35556,443.79,453.18,0,0,0,4.8
0.35817,443.79,453.18,0,0,0,4.8
0.3611,444.67,454.08,0,0,0,4.8
0.36313,444.67,454.08,0,0,0,4.8
0.36544,444.67,454.08,0,0,0,4.8
0.36769,444.67,454.08,0,0,0,4.8
0.36986,444.67,454.08,0,0,0,4.8
0.37212,444.67,454.08,0,0,0,4.8
0.37492,444.67,454.08,0,0,0,4.8
0.37747,444.67,454.08,0,0,0,4.8
0.3796,444.67,454.08,0,0,0,4.8
0.38172,444.67,454.08,0,0,0,4.8
0.38375,444.67,454.08,0,0,0,4.8
0.38588,444.67,454.08,0,0,0,4.8
0.38788,444.67,454.08,0,0,0,4.8
0.39001,443.79,453.18,0,0,0,4.8
0.39269,443.79,453.18,0,0,0,4.8
0.39487,0,0,0,0,0,0
0.39706,0,0,0,0,0,0
0.39917,0,0,0,0,0,0
0.40134,0,0,0,0,0,0
0.4031,0,0,0,0,0,0
0.40544,0,0,0,0,0,0
0.40778,0,0,0,0,0,0
0.40981,0,0,0,0,0,0
0.41181,0,0,0,0,0,0
0.41359,0,0,0,0,0,0
0.41553,0,0,0,0,0,0
0.41728,0,0,0,0,0,0
0.41949,0,0,0,0,0,0
0.42138,0,0,0,0,0,0
0.42412,0,0,0,0,0,0
0.42706,0,0,0,0,0,0
0.42914,0,0,0,0,0,0
0.43127,0,0,0,0,0,0
0.43299,0,0,0,0,0,0
