0.000235,862680
0.027267,914740
0.052554,955290
0.059455,989460
0.067901,989460
0.074196,989460
0.081077,1020300
0.084977,1020300
0.090224,1020300
0.095648,1047900
0.098699,1047900
0.10162,1047900
0.10469,1047900
0.10778,1081000
0.11149,1081000
0.11473,1081000
0.11874,1081000
0.12312,1081000
0.12738,1114200
0.13059,1114200
0.13302,1114200
0.13573,1114200
0.1388,1114200
0.14411,1126400
0.14747,1126400
0.15034,1126400
0.15557,1155200
0.15931,1155200
0.16287,1155200
0.16615,1155200
0.16898,1155200
0.17184,1181500
0.178,1181500
0.1841,1181500
0.18752,1181500
0.19134,1209700
0.19551,1209700
0.19976,1209700
0.20282,1209700
0.20635,1245000
0.20958,1245000
0.21315,1245000
0.21776,1245000
0.22163,1260000
0.22565,1260000
0.2283,1260000
0.23125,1260000
0.23401,1260000
0.23891,1277700
0.24356,1277700
0.24732,1277700
0.2519,1292100
0.25539,1292100
0.25947,1292100
0.26256,1292100
0.26565,1292100
0.26914,1318700
0.27364,1318700
0.27792,1318700
0.28108,1318700
0.28465,1334200
0.28975,1334200
0.29365,1334200
0.29697,1334200
0.30046,1354900
0.3044,1354900
0.31067,1354900
0.31569,1369300
0.32514,1369300
0.32781,1369300
0.33219,1390100
0.33916,1390100
0.34251,1390100
0.3464,1390100
0.34925,1411100
0.35258,1411100
0.35606,1411100
0.35876,1411100
0.36158,1411100
0.3645,1418800
0.36768,1418800
0.3722,1418800
0.3766,1418800
0.38132,1432100
0.38703,1432100
0.39245,1432100
0.39565,1432100
0.39935,1448800
0.40263,1448800
0.40588,1448800
0.40901,1448800
0.41225,1459200
0.41584,1459200
0.41941,1459200
0.42205,1459200
0.42481,1459200
0.42826,1471400
0.43434,1471400
0.43981,1471400
0.44422,1484800
0.45133,1484800
0.45602,1484800
0.46072,1495700
0.46728,1495700
0.47084,1495700
0.47377,1495700
0.47656,1504700
0.4798,1504700
0.48371,1504700
0.48656,1504700
0.48964,1504700
0.49261,1514100
0.4965,1514100
0.49996,1514100
0.50282,1514100
0.50542,1514100
0.50865,1520600
0.51213,1520600
0.51561,1520600
0.51814,1520600
0.52144,1520600
0.52602,1525200
0.53023,1525200
0.53572,1525200
0.53913,1525200
0.54211,1530100
0.54507,1530100
0.55013,1530100
0.55481,1530100
0.55755,1533600
0.56041,1533600
0.56578,1533600
0.56889,1533600
0.57142,1533600
0.57446,1536400
0.57743,1536400
0.58062,1536400
0.58371,1536400
0.58634,1536400
0.58939,1538000
0.59304,1538000
0.59753,1538000
0.60046,1538000
0.6032,1538000
0.60591,1538500
0.61029,1538500
0.61508,1538500
0.61985,1538600
0.62485,1538600
0.62932,1538600
0.63181,1538600
0.63482,1538600
0.63787,1536700
0.64082,1536700
0.6451,1536700
0.64764,1536700
0.65048,1536700
0.65339,1533700
0.65642,1533700
0.65956,1533700
0.66338,1533700
0.66593,1533700
0.66917,1530800
0.67639,1530800
0.6819,1530800
0.68772,1525600
0.69217,1525600
0.69822,1525600
0.70357,1520200
0.70868,1520200
0.71208,1520200
0.71537,1520200
0.71902,1518600
0.72269,1518600
0.72785,1518600
0.73392,1503400
0.73954,1503400
0.7449,1503400
0.74765,1503400
0.7507,1496200
0.75351,1496200
0.75657,1496200
0.75974,1496200
0.76311,1496200
0.76599,1483100
0.7688,1483100
0.77244,1483100
0.77805,1483100
0.78323,1468900
0.78628,1468900
0.78945,1468900
0.79371,1468900
0.79688,1463600
0.80007,1463600
0.80364,1463600
0.80988,1463600
0.81513,1446600
0.81919,1446600
0.82233,1446600
0.82573,1446600
0.82949,1428000
0.83201,1428000
0.8344,1428000
0.83838,1428000
0.84305,1428000
0.84704,1418600
0.84928,1418600
0.8523,1418600
0.85689,1418600
0.85926,1418600
0.86245,1401600
0.86518,1401600
0.86779,1401600
0.87315,1401600
0.87565,1401600
0.87798,1381800
0.88043,1381800
0.88554,1381800
0.88962,1381800
0.8944,1367400
0.89879,1367400
0.90263,1367400
0.90627,1367400
0.91132,1348800
0.91587,1348800
0.91929,1348800
0.9238,1327000
0.9267,1327000
0.9293,1327000
0.9317,1327000
0.93438,1327000
0.93748,1327000
0.9411,1304300
0.94529,1304300
0.94801,1304300
0.95499,1304300
0.95983,1278000
0.96327,1278000
0.96632,1278000
0.96946,1278000
0.97422,1255900
0.97688,1255900
0.97929,1255900
0.98184,1255900
0.98589,1255900
0.98865,1237500
0.99145,1237500
0.9947,1237500
0.99751,1237500
1.0003,1237500
1.0038,1221400
1.0088,1221400
1.013,1221400
1.0179,1221400
1.0226,1187300
1.0251,1187300
1.0275,1187300
1.0303,1187300
1.0335,1187300
1.0379,1167300
1.0409,1167300
1.0461,1167300
1.0526,1139200
1.0556,1139200
1.0594,1139200
1.063,1139200
1.0677,1139200
1.0717,1110400
1.0766,1110400
1.0816,1110400
1.0852,1088100
1.0884,1088100
1.0912,1088100
1.094,1088100
1.0983,1088100
1.1033,1063400
1.1067,1063400
1.1098,1063400
1.113,1063400
1.1188,1034100
1.1232,1034100
1.1278,1034100
1.1328,1020400
1.1364,1020400
1.1404,1020400
1.1443,1020400
1.1491,977550
1.1529,977550
1.1564,977550
1.16,977550
1.1647,948200
1.1678,948200
1.1706,948200
1.1737,948200
1.1763,948200
1.1788,948200
1.1816,925180
1.186,925180
1.189,925180
1.1914,925180
1.1942,925180
1.1971,893140
1.2019,893140
1.2045,893140
1.2074,893140
1.214,864200
1.2185,864200
1.2225,864200
1.2265,864200
1.2322,826140
1.2351,826140
1.2375,826140
1.2401,826140
1.2427,826140
1.2457,802540
1.2504,802540
1.2541,802540
1.2587,802540
1.2654,766560
1.2681,766560
1.2706,766560
1.2731,766560
1.2764,737260
1.2801,737260
1.2833,737260
1.2861,737260
1.2891,737260
1.2919,710300
1.2947,710300
1.3006,710300
1.3056,710300
1.3116,683400
1.3169,683400
1.3215,683400
1.327,645420
1.3326,645420
1.3359,645420
1.3395,622110
1.3439,622110
1.3473,622110
1.3497,622110
1.3525,622110
1.3552,622110
1.3587,573620
1.3636,573620
1.3669,573620
1.3696,573620
1.373,558510
1.3772,558510
1.3824,558510
1.3864,558510
1.3891,535820
1.3917,535820
1.3962,535820
1.399,535820
1.4017,535820
1.4044,502630
1.408,502630
1.4115,502630
1.415,502630
1.4195,466910
1.4243,466910
1.4293,466910
1.4317,466910
1.4346,466910
1.4374,440050
1.4438,440050
1.4485,440050
1.4532,440050
1.4568,420910
1.4607,420910
1.4646,420910
1.4685,391180
1.4722,391180
1.4791,391180
1.4829,391180
1.4861,371500
1.4913,371500
1.4964,371500
1.5013,345810
1.5049,345810
1.5112,345810
1.5147,345810
1.5182,321530
1.5219,321530
1.5276,321530
1.5309,321530
1.5341,297890
1.537,297890
1.54,297890
1.5442,297890
1.5475,297890
1.5509,271700
1.555,271700
1.5603,271700
1.5636,245400
1.567,245400
1.5703,245400
1.5741,245400
1.5771,245400
1.5803,226510
1.5837,226510
1.5897,226510
1.5946,226510
1.5972,211600
1.6,211600
1.6031,211600
1.6059,211600
1.6092,211600
1.6123,193280
1.6149,193280
1.6179,193280
1.6243,193280
1.6287,174150
1.632,174150
1.6358,174150
1.6402,174150
1.6437,174150
1.6468,159360
1.6497,159360
1.6526,159360
1.6561,159360
1.6608,159360
1.6657,136120
1.6703,136120
1.6757,136120
1.679,115030
1.6825,115030
1.6863,115030
1.6909,115030
1.6947,102830
1.6981,102830
1.7017,102830
