0.003284,80.694,-50.266,96.336,1
0.042385,81.313,-50.652,96.747,1
0.062405,81.004,-50.46,96.541,1
0.084894,81.004,-50.46,96.541,1
0.10661,81.004,-50.46,96.541,1
0.13734,81.004,-50.46,96.541,1
0.15091,81.004,-50.46,96.541,1
0.16383,81.004,-50.46,96.541,1
0.17829,81.004,-50.46,96.541,1
0.19267,81.004,-50.46,96.541,1
0.2084,81.313,-50.652,96.747,1
0.22259,81.004,-50.46,96.541,1
0.2369,81.004,-50.46,96.541,1
0.24888,81.004,-50.46,96.541,1
0.26313,81.004,-50.46,96.541,1
0.27752,81.004,-50.46,96.541,1
0.29169,81.004,-50.46,96.541,1
0.30428,81.313,-50.652,96.747,1
0.31746,81.004,-50.46,96.541,1
0.33033,81.004,-50.46,96.541,1
0.34514,81.214,-50.12,96.541,1
0.35856,81.214,-50.12,96.541,1
0.37375,81.112,-49.589,96.336,1
0.38555,81.319,-49.249,96.336,1
0.39893,81.006,-49.059,96.132,1
0.41275,80.983,-47.664,95.73,1
0.42599,80.983,-47.664,95.73,1
0.44118,81.379,-46.984,95.73,1
0.45529,81.642,-45.778,95.531,1
0.46939,81.449,-46.119,95.531,1
0.48347,81.319,-45.597,95.334,1
0.49725,81.186,-45.076,95.138,1
0.50952,81.746,-44.052,95.138,1
0.52363,81.746,-44.052,95.138,1
0.53792,81.784,-43.193,94.944,1
0.55203,81.482,-42.164,94.56,1
0.5661,82.164,-41.648,94.751,1
0.58148,82.011,-40.284,94.37,1
0.59322,82.176,-39.938,93.987,1
0.60651,82.173,-39.089,94.182,1
0.61953,82.173,-39.089,94.182,1
0.63293,82.475,-37.551,93.996,1
0.6495,82.362,-35.028,94.195,1
0.66388,82.362,-35.028,94.195,1
0.67831,81.808,-34.389,93.459,1
0.69224,81.888,-33.218,93.65,1
0.70573,81.675,-32.734,93.472,1
0.71948,82.08,-31.705,93.472,1
0.73317,81.631,-30.748,93.119,1
0.74827,82.018,-28.562,92.946,1
0.76178,82.017,-27.411,93.136,1
0.77589,82.017,-27.411,93.136,1
0.7896,82.355,-26.378,93.136,1
0.80372,82.1,-25.918,92.964,1
0.81717,82.073,-24.779,93.87,1
0.83079,82.477,-23.401,93.87,1
0.84442,82.404,-22.265,94.412,1
0.85816,82.664,-21.224,93.339,1
0.87098,82.664,-21.224,93.339,1
0.88459,82.483,-20.443,94.236,1
0.89789,82.971,-18.364,94.236,1
0.91271,82.448,-17.164,93.89,1
0.9267,81.838,-16.323,93.551,1
0.94104,82.171,-14.607,94.25,1
0.95473,82.45,-12.882,93.551,1
0.96819,82.45,-12.882,93.551,1
0.98174,82.555,-12.191,93.551,1
0.99633,82.366,-10.756,93.383,1
1.01,82.541,-9.3752,93.731,1
1.0238,81.852,-8.603,93.398,1
1.0378,81.631,-6.8547,93.234,1
1.0521,82.118,-5.5119,93.398,1
1.0655,82.162,-4.8237,93.398,1
1.0788,82.162,-4.8237,93.398,1
1.0923,82.245,-3.102,93.398,1
1.107,82.285,-1.7236,93.398,1
1.1215,82.297,-1.0342,93.398,1
1.1364,81.917,0.34314,93.234,1
1.1502,82.285,1.7236,93.398,1
1.1621,82.268,2.4129,93.398,1
1.1755,82.268,2.4129,93.398,1
1.1891,82.199,4.1353,93.398,1
1.203,82.118,5.5119,93.398,1
1.2181,82.043,6.5434,93.398,1
1.2324,81.954,7.5738,93.398,1
1.2466,81.816,8.9458,93.398,1
1.2607,81.697,9.9732,93.398,1
1.2749,81.095,11.628,93.577,1
1.2882,81.095,11.628,93.577,1
1.302,81.263,13.045,93.398,1
1.3167,81.207,13.386,93.398,1
1.3321,80.909,15.083,93.398,1
1.3475,80.335,16.023,93.234,1
1.361,80.881,17.192,93.564,1
1.3745,80.432,17.449,93.398,1
1.3891,80.423,19.219,93.564,1
1.4036,80.176,20.228,93.564,1
1.4171,80.176,20.228,93.564,1
1.4329,80.003,20.899,93.564,1
1.4468,79.734,21.903,93.564,1
1.4612,80.012,22.34,93.731,1
1.4749,79.425,24.343,93.731,1
1.489,78.852,24.892,93.564,1
1.5028,79.006,25.671,93.731,1
