-1.44,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.96,-0.26,0.35,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
-0.48,-0.26,0.11,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
1.2,-0.5,0.35,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
2.88,-0.26,0.11,1708.9
