1.2,0.46,1.43,0.000618
1.2,0.46,1.43,0.0014515
1.2,0.46,1.43,0.00171
1.2,0.46,1.43,0.0022025
1.2,0.46,1.43,0.0025705
1.2,0.46,1.43,0.0028445
1.2,0.46,1.43,0.0032445
1.2,0.46,1.43,0.0036355
1.2,0.46,1.43,0.0040535
1.2,0.46,1.43,0.0045305
1.2,0.46,1.43,0.004927
1.2,0.46,1.43,0.005291
1.2,0.46,1.43,0.0057205
1.2,0.46,1.43,0.006036
1.2,0.46,1.43,0.006317
1.2,0.46,1.43,0.0066235
1.2,0.46,1.43,0.0069345
1.2,0.46,1.43,0.0071555
1.2,0.46,1.43,0.007454
1.2,0.46,1.43,0.007791
1.2,0.46,1.43,0.0081455
1.2,0.46,1.43,0.008513
1.2,0.46,1.43,0.008989
1.2,0.46,1.43,0.008169
1.2,0.46,1.43,0.0084525
1.2,0.46,1.43,0.008792
1.2,0.46,1.43,0.0092155
1.2,0.46,1.43,0.009552
1.2,0.46,1.43,0.0098135
1.2,0.46,1.43,0.010107
1.2,0.46,1.43,0.010424
1.2,0.46,1.43,0.010822
1.2,0.46,1.43,0.011214
1.2,0.46,1.43,0.011616
1.2,0.46,1.43,0.012011
1.2,0.46,1.43,0.012377
1.56,0.46,1.31,0.012671
1.56,0.46,1.31,0.013234
1.56,0.46,1.31,0.014003
1.56,0.46,1.31,0.014447
1.56,0.46,1.31,0.014722
1.56,0.46,1.31,0.014949
1.56,0.46,1.31,0.015225
1.56,0.46,1.31,0.015546
1.56,0.46,1.31,0.015831
1.56,0.46,1.31,0.016215
1.56,0.46,1.31,0.016669
1.56,0.46,1.31,0.017027
1.56,0.46,1.31,0.017437
1.2,0.46,1.31,0.017788
1.2,0.46,1.31,0.018104
1.2,0.46,1.31,0.014079
1.2,0.46,1.31,0.01409
1.2,0.46,1.31,0.014457
1.2,0.46,1.43,0.01474
1.2,0.46,1.43,0.014861
1.2,0.46,1.43,0.014948
1.2,0.46,1.43,0.015048
1.2,0.46,1.43,0.015618
1.2,0.46,1.43,0.015736
1.2,0.46,1.43,0.015767
1.2,0.46,1.43,0.015866
1.2,0.46,1.43,0.015892
1.2,0.46,1.43,0.015893
1.2,0.46,1.43,0.016024
1.2,0.46,1.43,0.016178
1.2,0.46,1.43,0.016334
1.2,0.46,1.43,0.016428
1.2,0.46,1.43,0.016514
1.2,0.46,1.43,0.016521
1.2,0.46,1.43,0.016715
1.2,0.46,1.43,0.016741
1.2,0.46,1.43,0.01666
1.44,0.46,1.43,0.016696
1.44,0.46,1.43,0.016726
1.44,0.46,1.43,0.016878
1.44,0.46,1.43,0.017261
1.44,0.46,1.43,0.017585
1.44,0.46,1.43,0.017902
1.44,0.46,1.43,0.018324
1.44,0.46,1.43,0.018647
1.44,0.46,1.43,0.01895
1.44,0.46,1.43,0.019359
0.72,0.46,1.43,0.019777
0.72,0.46,1.43,0.020097
0.72,0.46,1.43,0.02048
0.72,0.46,1.43,0.020799
0.72,0.46,1.43,0.021082
0.72,0.46,1.43,0.021369
0.72,0.46,1.43,0.021757
0.72,0.46,1.43,0.022075
0.72,0.46,1.43,0.022388
0.72,0.46,1.43,0.022638
0.72,0.46,1.43,0.022949
0.72,0.46,1.43,0.023329
0.72,0.46,1.43,0.02376
0.72,0.46,1.43,0.024157
0.72,0.46,1.43,0.024503
0.72,0.46,1.43,0.024896
0.72,0.46,1.43,0.025346
0.72,0.46,1.43,0.0257
0.72,0.46,1.43,0.026091
0.72,0.46,1.43,0.026473
0.72,0.46,1.43,0.026827
0.72,0.46,1.43,0.027124
0.72,0.46,1.43,0.02755
0.72,0.46,1.43,0.027918
0.72,0.46,1.43,0.028223
0.72,0.46,1.43,0.028609
0.72,0.46,1.43,0.028998
0.72,0.46,1.43,0.029312
0.72,0.46,1.43,0.029759
0.72,0.46,1.43,0.03021
